page,site,word_count,content_freshness_days,title_length,meta_desc_length,internal_link_count,image_count,serp_feature_present,cannibalization_flag,competitor_avg_position,heading_structure_score
/page-00049,demoapp.co,100,158,50,149,6,1,0,0,19.624436226169124,0.10097109958481384
/page-00050,testsite.io,201,18,57,128,4,4,0,0,1.0,0.04267715575220542
/page-00051,testsite.io,187,186,69,156,3,2,1,1,9.549654466990347,0.36161854777360286
/page-00052,demoapp.co,100,197,56,85,7,6,0,0,14.652177269790585,0.039289379801026855
/page-00053,exampledomain.com,100,21,35,98,5,3,0,0,6.145610083575937,0.4713998562272708
/page-00054,testsite.io,111,20,54,132,4,0,0,0,5.546641533977897,0.42093870901770586
/page-00055,exampledomain.com,100,9,54,199,3,1,0,0,12.056872348520445,0.3040188904369947
/page-00056,exampledomain.com,100,50,56,208,7,5,0,1,6.969824573593984,0.4918914863881793
/page-00057,demoapp.co,120,202,53,65,4,3,0,0,20.449787020524923,0.401193350101384
/page-00058,exampledomain.com,300,57,57,190,5,3,0,0,2.9781969772114625,0.2115298947976934
/page-00059,testsite.io,100,59,49,183,11,3,0,0,6.865096775015305,0.025632081806170753
/page-00060,testsite.io,231,7,47,156,3,3,0,0,7.510465475088871,0.44803677019700755
/page-00061,demoapp.co,100,49,32,173,6,4,0,0,6.938845863589254,0.292942409559097
/page-00062,testsite.io,214,107,57,173,10,4,0,0,7.966242873590853,0.6008068194188112
/page-00063,exampledomain.com,150,215,38,30,5,4,1,0,5.103740272871358,0.2468569448527018
/page-00064,exampledomain.com,111,494,67,122,10,3,1,0,5.1050860977438655,0.20247221204591054
/page-00065,demoapp.co,100,445,78,79,2,3,0,1,5.076980778348233,0.05496049687434318
/page-00066,testsite.io,102,119,74,150,6,0,0,0,16.727843098191997,0.3616307654344489
/page-00067,testsite.io,100,655,41,62,9,1,0,0,16.14865441890229,0.37849215650991785
/page-00068,testsite.io,100,192,60,106,6,4,1,0,9.938836453638508,0.20824924075604564
/page-00069,exampledomain.com,387,246,64,99,4,2,0,0,5.30721913048284,0.11021178925625628
/page-00070,exampledomain.com,100,500,58,111,5,2,0,1,15.164045890492332,0.03484048466990764
/page-00071,demoapp.co,100,78,57,173,6,3,0,1,6.752610410061997,0.21016830566559716
/page-00072,exampledomain.com,120,30,38,122,4,2,0,0,10.827889332984942,0.13244253270767586
/page-00073,exampledomain.com,100,380,61,160,5,1,1,0,6.197864611287782,0.6280835804010275
/page-00074,demoapp.co,100,289,48,49,6,1,0,0,11.636935238683982,0.498170650721027
/page-00075,demoapp.co,100,9,57,145,6,3,0,0,3.1843566100444676,0.13317854797380077
/page-00076,testsite.io,101,421,36,120,5,5,0,1,2.6712424498416496,0.026563271128855946
/page-00077,exampledomain.com,100,113,51,99,6,3,0,1,5.969193169903953,0.33945268003714724
/page-00078,exampledomain.com,134,53,41,142,6,4,0,1,1.0,0.2673830413161798
/page-00079,demoapp.co,100,293,52,120,6,3,0,0,10.236453135514296,0.23216809385028697
/page-00080,testsite.io,165,71,45,77,5,5,0,0,4.78027094050336,0.19680111714565285
/page-00081,exampledomain.com,100,424,66,162,4,1,0,0,6.353124947908325,0.1975222163868408
/page-00082,exampledomain.com,381,145,58,143,6,6,0,1,1.0,0.2793306399112623
/page-00083,demoapp.co,165,145,55,146,5,0,0,0,1.0,0.923673629231585
/page-00084,testsite.io,100,89,57,156,7,1,0,0,1.0,0.3069261550772292
/page-00085,testsite.io,100,161,56,140,7,2,0,0,11.03788853741193,0.17921950096700373
/page-00086,demoapp.co,100,142,65,134,3,4,0,0,1.0095782468485393,0.08641424074020002
/page-00087,testsite.io,100,442,53,187,4,3,0,0,6.195311993176274,0.3780903813211778
/page-00088,testsite.io,100,815,47,172,7,2,0,0,16.06679443764135,0.31850264827313685
/page-00089,demoapp.co,253,441,47,82,7,8,0,1,5.23614149042694,0.16724499182733346
/page-00090,exampledomain.com,100,172,54,110,8,3,0,0,11.77522198027612,0.2289882480481862
/page-00091,testsite.io,341,240,58,134,5,4,0,0,11.636478081065949,0.34544384110546844
/page-00092,demoapp.co,125,84,45,180,6,1,0,0,4.3836389366899855,0.0461377774749691
/page-00093,exampledomain.com,202,226,64,76,6,2,0,0,10.508969590796408,0.18609000228583267
/page-00094,exampledomain.com,355,73,55,83,10,2,0,0,2.513402751099682,0.3166888899757723
/page-00095,demoapp.co,288,112,31,85,7,2,0,0,6.408584476540279,0.5089036586476159
/page-00096,demoapp.co,163,100,45,161,8,2,0,0,1.0,0.3743035953252433
/page-00097,demoapp.co,100,614,40,155,3,3,0,0,8.963203960282593,0.3822612272299674
/page-00098,exampledomain.com,100,105,46,195,6,3,1,0,1.0,0.060967933449272066
/page-00099,demoapp.co,100,374,35,30,10,2,0,0,6.825623976793102,0.5309029777953274
/page-00100,exampledomain.com,299,163,51,119,5,3,0,0,13.481703699743115,0.09337773137389524
/page-00101,exampledomain.com,157,185,72,149,5,4,0,0,4.304155853072402,0.36463416764075746
/page-00102,demoapp.co,304,26,41,32,4,2,0,0,10.362053177128507,0.22696455762242151
/page-00103,testsite.io,109,621,65,90,8,1,0,1,3.54503953445011,0.10162140370964586
/page-00104,testsite.io,100,198,45,146,7,3,0,0,13.611658572412122,0.23209435888281846
/page-00105,demoapp.co,100,73,42,100,2,6,0,0,9.473048460614832,0.14333546313074724
/page-00106,testsite.io,145,107,54,196,2,2,0,0,3.964628942507858,0.3314709259581127
/page-00107,exampledomain.com,100,418,71,108,8,2,0,0,17.608569185873858,0.20162428622391249
/page-00108,testsite.io,100,31,56,157,5,5,0,0,11.279992794776232,0.48749446895601656
/page-00109,demoapp.co,180,24,43,189,3,3,0,0,9.63179769761646,0.1986481681974035
/page-00110,testsite.io,100,74,52,101,5,1,0,0,11.30017175227842,0.18355179868549432
/page-00111,demoapp.co,117,481,61,112,5,1,0,0,6.700523133434777,0.3049674833888887
/page-00112,demoapp.co,100,47,38,137,8,3,0,0,3.4830831554752155,0.33492462054840777
/page-00113,demoapp.co,100,4,58,99,7,1,0,0,9.709943513314563,0.4215194043185302
/page-00114,exampledomain.com,126,43,56,149,6,1,0,1,6.189589263199468,0.213139763635566
/page-00115,exampledomain.com,148,59,53,132,4,3,0,0,7.589161256048731,0.39510616400681936
/page-00116,testsite.io,174,142,71,43,8,0,0,2,13.223195087160892,0.26256789286416776
/page-00117,demoapp.co,100,230,52,129,5,0,0,0,7.892717356571696,0.3210443930151287
/page-00118,testsite.io,100,371,56,67,3,1,0,1,5.341946397453029,0.3083079468556813
/page-00119,testsite.io,100,34,53,93,3,3,0,0,10.495506319460024,0.17503808530745293
/page-00120,exampledomain.com,100,120,50,133,4,2,0,0,10.308055540787485,0.36378647677770465
/page-00121,testsite.io,420,116,61,126,4,6,0,1,8.327213728837478,0.3708816572403456
/page-00122,demoapp.co,316,1092,36,134,5,3,0,0,3.0500640979249294,0.5062211547769024
/page-00123,testsite.io,251,834,64,108,6,3,0,0,1.0,0.012793888910881075
/page-00124,demoapp.co,412,258,48,140,4,4,0,0,15.066103192296097,0.4819072552672199
/page-00125,testsite.io,100,513,45,93,4,3,0,0,1.0,0.4810919893754557
/page-00126,demoapp.co,101,98,53,61,6,2,0,0,13.58381898578433,0.233389847565953
/page-00127,demoapp.co,100,576,65,129,4,6,0,0,10.007859853799404,0.6612324381335765
/page-00128,exampledomain.com,100,505,40,213,9,2,0,2,7.446535139261433,0.341499159309632
/page-00129,exampledomain.com,165,92,67,145,6,4,0,1,9.490244707534814,0.21856350532302338
/page-00130,exampledomain.com,100,321,45,100,1,2,1,1,8.434196936094885,0.08415818970188661
/page-00131,demoapp.co,100,16,59,170,3,2,0,0,7.451192167047272,0.1658392191115232
/page-00132,demoapp.co,100,166,53,134,3,3,0,2,11.314354932589271,0.6954374863099384
/page-00133,testsite.io,100,117,36,134,3,6,0,0,13.455462768836345,0.2800636177998694
/page-00134,demoapp.co,179,555,59,119,2,6,0,1,10.449143039699713,0.4392754120602789
/page-00135,testsite.io,150,23,73,211,3,2,0,0,1.0,0.2655479631221323
/page-00136,exampledomain.com,100,160,35,165,7,3,0,0,9.49571927149383,0.25660055963454825
/page-00137,exampledomain.com,100,69,35,168,3,5,1,0,6.67219784603913,0.28834471744388135
/page-00138,demoapp.co,109,249,67,158,3,4,0,1,20.699176614282035,0.1564971798333055
/page-00139,testsite.io,100,329,55,30,4,3,0,0,13.247204170828237,0.6219316710879227
/page-00140,testsite.io,100,844,43,146,6,2,0,1,10.301755881428786,0.1400282904392655
/page-00141,testsite.io,100,250,39,86,3,2,1,0,17.199390314244432,0.24860879382397172
/page-00142,demoapp.co,100,8,36,149,10,1,0,0,2.8373237902507853,0.3754246172736392
/page-00143,demoapp.co,100,246,62,107,2,2,0,0,6.2800838295290635,0.06913858025532016
/page-00144,demoapp.co,100,109,51,151,4,1,0,0,4.9591219909283275,0.2787166358112569
/page-00145,testsite.io,100,53,46,160,6,0,0,0,10.96024298635439,0.19081106259845426
/page-00146,exampledomain.com,375,37,54,65,8,4,0,1,1.9311385005951411,0.3351384629532017
/page-00147,demoapp.co,100,140,61,115,7,5,0,0,8.585822736730734,0.09358999035412681
/page-00148,demoapp.co,100,355,34,126,8,1,0,0,8.33031554275977,0.050998165021590984
/page-00149,demoapp.co,454,385,57,169,7,1,1,0,7.341118186901819,0.3528740629014497
/page-00150,exampledomain.com,165,96,62,70,3,4,1,0,1.0,0.15360561140842094
/page-00151,demoapp.co,365,85,48,77,5,3,1,0,12.381381933762418,0.09998255143753754
/page-00152,testsite.io,100,137,63,133,5,4,0,1,1.9223231553710347,0.4813497809319528
/page-00153,demoapp.co,100,305,48,158,4,6,0,0,16.909896625496113,0.38138151279418053
/page-00154,exampledomain.com,217,614,48,165,3,3,1,0,4.10122471029108,0.4322680810507096
/page-00155,demoapp.co,433,148,53,60,4,7,1,0,3.215508195272637,0.08748292274912
/page-00156,testsite.io,102,321,55,121,6,1,1,0,19.0903001872477,0.299280010136687
/page-00157,demoapp.co,300,12,47,212,6,4,1,1,4.9874781455026636,0.3764133635862354
/page-00158,demoapp.co,100,17,59,167,8,2,1,0,12.439656296021333,0.3906428065747914
/page-00159,testsite.io,100,28,63,238,3,1,0,1,13.87957997772956,0.49208120027511615
/page-00160,demoapp.co,124,1225,70,113,4,4,0,0,8.247388279624495,0.16131206809958465
/page-00161,demoapp.co,822,14,45,106,3,3,0,0,8.413396894614554,0.514850718579307
/page-00162,demoapp.co,115,13,47,152,3,4,0,0,21.529155128249393,0.33072470139812
/page-00163,exampledomain.com,102,44,67,72,5,4,0,0,12.158970218945457,0.19236781436202932
/page-00164,demoapp.co,115,37,43,180,6,1,0,0,11.66626086221293,0.6316764025489496
/page-00165,exampledomain.com,115,116,64,125,10,2,1,0,1.0,0.32071896493388885
/page-00166,testsite.io,234,76,51,129,9,3,0,1,1.9890129582871126,0.1384517767968805
/page-00167,demoapp.co,100,170,55,137,7,2,0,0,12.47689604311088,0.2757516613250407
/page-00168,testsite.io,100,280,42,82,6,3,0,1,2.150117513439535,0.3126854986545347
/page-00169,testsite.io,100,122,59,76,6,3,0,0,6.088502921235155,0.4038598782543434
/page-00170,exampledomain.com,212,221,61,152,4,3,0,0,15.164208735696917,0.3530846149115922
/page-00171,exampledomain.com,153,215,38,141,3,3,0,0,5.662385592539769,0.4965987467653624
/page-00172,exampledomain.com,100,816,54,146,3,2,0,0,12.078201075295027,0.41324885381681975
/page-00173,demoapp.co,163,166,40,176,6,1,1,0,14.796653781019314,0.338180870275217
/page-00174,exampledomain.com,100,367,44,142,5,6,1,0,5.304951437115929,0.19074412924193457
/page-00175,exampledomain.com,100,11,53,169,2,5,1,1,5.252036969899601,0.16850886440221674
/page-00176,testsite.io,524,265,74,158,5,5,0,0,5.584658687616234,0.22604588428440878
/page-00177,demoapp.co,100,311,51,123,1,7,0,0,13.030157966987531,0.23808783905955663
/page-00178,exampledomain.com,318,12,54,107,3,3,0,0,1.020230609442537,0.6509462316717153
/page-00179,demoapp.co,113,30,46,120,4,2,0,0,1.7990813466247486,0.10720264963935922
/page-00180,testsite.io,181,716,48,99,3,3,0,2,1.7098605429756146,0.12478987745580819
/page-00181,demoapp.co,100,86,67,201,4,1,0,0,8.77838391145631,0.031618995372318194
/page-00182,demoapp.co,100,123,33,174,5,3,0,0,9.327940085155682,0.3946896126767587
/page-00183,testsite.io,100,84,55,211,7,3,1,0,8.50919001764239,0.4123879037898379
/page-00184,demoapp.co,100,475,42,218,7,1,0,0,13.939815548148554,0.17146546589888823
/page-00185,testsite.io,100,8,54,169,6,3,0,1,11.339041585427648,0.46687699675742617
/page-00186,exampledomain.com,256,207,50,139,3,2,0,0,3.028863053780098,0.27091763746260206
/page-00187,exampledomain.com,100,450,65,146,3,5,0,0,10.59987983715414,0.1443070076475437
/page-00188,testsite.io,100,26,40,163,2,7,1,1,6.718756828127536,0.20088254411566556
/page-00189,testsite.io,297,340,37,142,6,1,1,0,16.221742732171343,0.26533304255724816
/page-00190,testsite.io,100,90,38,186,3,3,0,0,9.927771392533838,0.1809715484239621
/page-00191,demoapp.co,100,248,54,99,4,4,0,0,5.232077118794643,0.5408349175730471
/page-00192,demoapp.co,100,2,57,104,4,3,0,1,9.469581355087499,0.4859940596705176
/page-00193,exampledomain.com,100,479,37,153,3,2,0,1,7.185091569645268,0.43951989981571793
/page-00194,exampledomain.com,199,235,46,30,2,2,0,0,9.686712965699396,0.3126182986486113
/page-00195,testsite.io,100,445,53,129,6,3,1,0,9.20281374489913,0.38744460242045964
/page-00196,demoapp.co,1747,11,65,144,4,3,0,0,7.941154002750097,0.24254430577447272
/page-00197,testsite.io,100,189,55,131,5,0,1,0,1.0,0.628737850280145
/page-00198,demoapp.co,139,144,55,136,5,7,0,0,12.406643088866245,0.12258822019524164
/page-00199,exampledomain.com,111,796,69,173,10,6,0,1,1.0,0.07792200882880547
/page-00200,testsite.io,100,125,48,64,6,1,0,0,6.4568793494385375,0.12670198623136708
/page-00201,testsite.io,317,245,56,130,10,3,0,0,13.061546880296781,0.2810929527562669
/page-00202,demoapp.co,100,455,41,104,2,2,0,1,7.241670226254624,0.1390710300991404
/page-00203,exampledomain.com,100,113,46,110,2,3,1,0,13.78437360568935,0.12391394574181785
/page-00204,exampledomain.com,100,81,65,149,5,2,0,0,12.399820547978852,0.20390457650462795
/page-00205,testsite.io,141,614,43,40,2,3,0,0,12.869028564923312,0.18037071104456584
/page-00206,exampledomain.com,182,364,58,87,4,2,0,1,1.0,0.20012078147464965
/page-00207,testsite.io,173,320,57,213,6,2,1,0,11.03881886346348,0.19718126942902864
/page-00208,testsite.io,100,273,42,182,3,2,0,0,13.704050804706803,0.22513287336524884
/page-00209,exampledomain.com,100,197,31,114,3,3,1,0,20.180335381412036,0.10103315370109792
/page-00210,exampledomain.com,100,161,63,173,5,2,0,0,6.920274566835741,0.1669173107123781
/page-00211,exampledomain.com,100,494,26,157,4,1,0,1,8.48554548849359,0.2162462318455774
/page-00212,demoapp.co,100,4,43,108,4,2,0,1,9.221980287075077,0.06584748210247178
/page-00213,demoapp.co,128,107,56,93,7,4,0,0,3.1474423115659125,0.5250823527890115
/page-00214,exampledomain.com,100,136,37,200,4,4,0,0,15.18211938998429,0.24357960931283304
/page-00215,testsite.io,123,73,62,129,6,2,0,0,5.6966577862122545,0.0902711007848347
/page-00216,demoapp.co,238,233,48,142,9,4,0,0,9.297502429551262,0.15430919749712982
/page-00217,demoapp.co,131,449,24,63,5,3,0,0,9.255769341610657,0.5535784895942573
/page-00218,testsite.io,1506,30,42,168,5,3,0,0,20.846115094624956,0.1798342439631181
/page-00219,exampledomain.com,529,71,48,135,6,1,0,0,14.91105437585303,0.31508239957785483
/page-00220,testsite.io,100,25,59,232,5,3,0,0,6.235295176558423,0.4775864636846503
/page-00221,demoapp.co,246,1,63,106,5,5,0,0,11.584648882702414,0.1867316082941626
/page-00222,exampledomain.com,100,276,63,159,3,4,0,1,2.898484297357796,0.2772339221781102
/page-00223,testsite.io,100,58,41,116,7,7,0,0,10.821238389980785,0.06542558578040107
/page-00224,demoapp.co,100,4,56,159,9,2,0,0,7.723088717909427,0.2476717384702908
/page-00225,testsite.io,185,12,44,68,9,1,0,0,3.07586574040473,0.29089291189292005
/page-00226,demoapp.co,100,94,69,68,3,3,0,0,4.907219327500719,0.054280906811828296
/page-00227,testsite.io,167,9,51,74,1,2,0,0,19.899854565239906,0.16747099016860137
/page-00228,demoapp.co,100,124,66,97,4,4,0,0,12.514549522654361,0.31570639802987277
/page-00229,testsite.io,176,214,56,172,4,5,0,0,9.32853783182941,0.6009808723932933
/page-00230,testsite.io,100,31,58,157,5,6,0,0,8.83781691123265,0.010499112808091645
/page-00231,testsite.io,100,353,64,114,6,2,1,0,6.028205848890369,0.3115386722453842
/page-00232,exampledomain.com,100,40,62,126,2,1,0,1,7.954762617859797,0.24434268378966434
/page-00233,testsite.io,100,501,33,151,8,3,0,0,10.799835711772516,0.09115436097745373
/page-00234,demoapp.co,154,221,57,99,5,0,0,1,3.8530554074427057,0.13914917722182893
/page-00235,testsite.io,201,485,43,114,2,4,0,0,1.0,0.030840983738544103
/page-00236,demoapp.co,100,157,63,62,6,3,0,1,9.812625031283623,0.27884344575846987
/page-00237,demoapp.co,113,312,54,142,8,1,0,0,6.851903002740387,0.21819482075776114
/page-00238,testsite.io,100,110,55,100,3,1,0,0,7.990788452373217,0.15927185980059025
/page-00239,testsite.io,100,49,62,101,2,4,1,0,12.797112009772697,0.28044270320673814
/page-00240,exampledomain.com,109,82,36,184,6,3,0,0,12.497294568374414,0.4277682632872834
/page-00241,demoapp.co,100,71,24,77,9,1,0,0,5.187891510630542,0.20125058376338936
/page-00242,exampledomain.com,139,51,44,99,10,2,0,0,9.676421061060466,0.36199186974567443
/page-00243,exampledomain.com,100,116,70,160,6,6,0,1,8.151836592457457,0.3608654243742356
/page-00244,demoapp.co,170,133,35,109,7,2,0,0,15.541026406845376,0.31103862864458776
/page-00245,testsite.io,270,202,55,80,9,5,0,0,10.95961321231631,0.395097729567484
/page-00246,exampledomain.com,100,244,53,90,6,3,0,2,14.501242398005541,0.19562412362864043
/page-00247,exampledomain.com,1239,209,52,133,7,2,0,0,12.9443045379711,0.21989853993333516
/page-00248,exampledomain.com,100,50,57,123,5,3,0,0,7.3033366433511855,0.24783710330205774
/page-00249,exampledomain.com,100,101,70,146,6,3,0,0,16.43471933852713,0.46918274138637334
/page-00250,exampledomain.com,384,479,37,144,5,3,1,0,2.0985228890103675,0.35513879255193775
/page-00251,exampledomain.com,165,184,48,143,7,3,0,0,5.923543072155879,0.35364233396429734
/page-00252,testsite.io,100,276,28,70,6,4,0,0,20.862151743163523,0.40011453362547067
/page-00253,testsite.io,100,352,72,108,2,3,0,0,5.7613376220924035,0.11690144457004227
/page-00254,exampledomain.com,105,153,53,168,5,3,0,1,8.666313667709662,0.2544674804867201
/page-00255,demoapp.co,167,160,47,121,8,3,0,0,9.418673306769211,0.3720278580102302
/page-00256,exampledomain.com,100,253,61,47,2,4,1,0,6.303892726966765,0.36622143379576544
/page-00257,demoapp.co,107,430,60,229,2,4,0,1,1.0,0.2630225510356155
/page-00258,exampledomain.com,100,106,58,125,5,2,0,1,11.331753091434718,0.41502204251045
/page-00259,exampledomain.com,100,230,51,98,5,1,0,1,6.7599229679560455,0.1838937245016608
/page-00260,exampledomain.com,110,112,63,134,2,5,0,0,6.255478379654751,0.15442168174358556
/page-00261,testsite.io,145,112,52,94,2,3,0,1,5.54852334740667,0.2984605677889262
/page-00262,testsite.io,218,331,34,127,4,3,0,0,7.016596064130709,0.1581004957643642
/page-00263,exampledomain.com,100,244,58,128,6,3,0,0,4.559174269499913,0.26990876024108756
/page-00264,testsite.io,180,102,40,113,3,4,0,0,5.027018928986216,0.14272772122081095
/page-00265,exampledomain.com,100,175,55,114,7,2,0,0,4.9508489660721295,0.32430831905437496
/page-00266,exampledomain.com,241,498,43,67,3,1,0,0,5.118628598912116,0.369070478974275
/page-00267,demoapp.co,100,81,50,102,6,2,0,0,7.964326758215498,0.44008129944449936
/page-00268,testsite.io,206,229,55,136,6,4,0,1,9.959691006136836,0.5467529155263818
/page-00269,exampledomain.com,173,65,67,163,2,3,0,0,14.534491080009168,0.4280069746869435
/page-00270,demoapp.co,123,157,57,117,9,5,0,0,7.542134832869145,0.5515443382179812
/page-00271,demoapp.co,100,102,49,120,7,2,0,0,15.605673701396203,0.20034098720679805
/page-00272,exampledomain.com,267,197,57,108,4,3,1,0,11.546619729450832,0.18481949561813094
/page-00273,demoapp.co,116,97,58,55,10,5,0,0,5.79266891660307,0.07356094290924312
/page-00274,testsite.io,232,195,52,161,7,4,1,0,10.764162269586716,0.17020939867069737
/page-00275,testsite.io,100,283,42,86,6,2,0,0,16.489374256616806,0.5953038223575638
/page-00276,demoapp.co,186,38,67,159,3,2,1,0,13.678545125982206,0.5018774960621939
/page-00277,exampledomain.com,281,42,58,89,7,2,0,0,4.658112037493183,0.29031223340666457
/page-00278,exampledomain.com,100,543,69,88,1,1,0,0,2.762702256773837,0.09999728593474384
/page-00279,testsite.io,100,97,47,79,2,2,0,0,13.096710284680812,0.3429261260439027
/page-00280,demoapp.co,100,139,42,199,3,2,0,1,6.521672590611015,0.517705415277688
/page-00281,exampledomain.com,308,17,58,82,5,1,0,0,10.498328347469647,0.09032806390464863
/page-00282,demoapp.co,100,223,48,202,1,1,0,0,6.025926705606082,0.10840766123727316
/page-00283,testsite.io,100,155,59,161,6,5,0,1,15.167597260699123,0.2159535529301399
/page-00284,exampledomain.com,100,681,32,163,4,3,0,0,10.992364083258572,0.5751626633804635
/page-00285,exampledomain.com,100,7,58,104,7,4,0,0,20.225239632259168,0.3021943267059336
/page-00286,demoapp.co,100,117,57,185,4,3,0,0,8.73770309275243,0.16647012151757096
/page-00287,demoapp.co,100,118,53,137,5,5,0,0,4.510497065724447,0.07249345634440721
/page-00288,demoapp.co,100,110,60,101,7,6,0,0,13.42538252742795,0.0551732511119168
/page-00289,exampledomain.com,223,14,56,149,8,2,1,0,10.406286588710039,0.401916007034629
/page-00290,demoapp.co,100,587,45,51,5,1,0,0,13.793454116383813,0.25019003320927685
/page-00291,testsite.io,510,44,63,110,5,4,0,1,9.173708218687453,0.22165717929976472
/page-00292,exampledomain.com,145,26,42,184,5,3,0,0,8.212546170384009,0.5192144102118958
/page-00293,exampledomain.com,100,53,58,131,10,4,1,0,10.501828851466069,0.3640688453858397
/page-00294,testsite.io,100,159,40,144,10,7,0,0,16.744346404530404,0.15807511652377923
/page-00295,demoapp.co,100,60,58,111,7,2,1,0,9.202121382428107,0.42848459089495716
/page-00296,testsite.io,165,497,72,179,4,0,0,0,1.0,0.18625797057102816
/page-00297,testsite.io,100,145,71,124,5,2,0,0,3.563861113598775,0.35923825988042835
/page-00298,demoapp.co,100,94,50,124,4,5,0,0,16.070454697522994,0.30448188328166764
/page-00299,demoapp.co,100,26,59,85,4,3,0,1,8.027097059519786,0.02282726825111138
/page-00300,testsite.io,100,0,75,143,5,1,0,0,9.823345789289924,0.08208386107976998
/page-00301,testsite.io,100,120,68,174,8,4,0,0,1.0,0.12758905186889175
